                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    218,                0.48815,                0.17949,                0.22949,                0.73482,                0.99157,                0.98747,                0.99347,                0.82691,                 0.9886,                 0.9846,                0.99148,                0.77857,                0.44562,                 0.2034,                0.21791,                0.69418,             0.00025807,             0.00025807,             0.00025807
                    219,                0.49194,                0.17509,                0.23112,                0.73635,                0.99026,                0.98993,                0.99321,                0.82591,                0.98671,                0.98624,                 0.9911,                0.77938,                 0.4499,                0.20092,                0.21816,                0.69436,             0.00025507,             0.00025507,             0.00025507
                    220,                0.48658,                0.17611,                0.22845,                0.73741,                0.98797,                0.98877,                0.99327,                0.82612,                0.98594,                0.98667,                0.99266,                0.78016,                0.45142,                0.19285,                0.21861,                0.69441,             0.00025207,             0.00025207,             0.00025207
                    221,                0.48235,                0.16851,                0.22618,                0.73501,                0.99547,                0.98769,                0.99354,                0.82743,                0.99181,                  0.984,                0.99081,                0.77878,                0.44288,                0.19592,                0.21625,                0.69443,             0.00024907,             0.00024907,             0.00024907
                    222,                0.48302,                0.17245,                0.22568,                0.73743,                0.99404,                0.98731,                0.99328,                0.82688,                0.98985,                0.98311,                0.98896,                 0.7774,                0.44654,                 0.2026,                0.21846,                0.69493,             0.00024607,             0.00024607,             0.00024607
                    223,                0.48256,                0.17076,                0.22487,                0.73823,                0.99442,                0.98729,                0.99341,                0.82648,                0.99182,                0.98466,                 0.9912,                0.77831,                0.44413,                0.20337,                0.21646,                0.69438,             0.00024307,             0.00024307,             0.00024307
                    224,                0.48161,                0.17046,                0.22512,                 0.7379,                0.99411,                0.98665,                0.99324,                0.82664,                0.98967,                0.98215,                0.99048,                0.77771,                0.44646,                  0.203,                0.21808,                0.69386,             0.00024007,             0.00024007,             0.00024007
                    225,                 0.4789,                0.17083,                0.22367,                0.73935,                 0.9933,                0.98748,                0.99316,                0.82683,                 0.9903,                0.98443,                0.99241,                0.77962,                0.44431,                0.19926,                0.21885,                0.69395,             0.00023707,             0.00023707,             0.00023707
                    226,                0.48367,                0.17389,                0.22583,                0.73704,                 0.9946,                0.98713,                0.99339,                0.82642,                0.98988,                0.98314,                0.98957,                0.77743,                0.44761,                0.20901,                0.21851,                0.69463,             0.00023407,             0.00023407,             0.00023407
                    227,                0.48348,                 0.1718,                0.22744,                 0.7361,                0.99609,                0.98745,                0.99347,                0.82643,                0.99341,                0.98476,                 0.9917,                0.77929,                0.44354,                 0.2016,                 0.2175,                0.69563,             0.00023107,             0.00023107,             0.00023107
                    228,                 0.4788,                0.17049,                0.22531,                0.73596,                0.99237,                0.98781,                0.99333,                0.82691,                0.98979,                0.98518,                0.99149,                0.77994,                 0.4457,                0.19501,                0.21854,                0.69526,             0.00022807,             0.00022807,             0.00022807
                    229,                0.48375,                 0.1741,                 0.2271,                0.73756,                0.99518,                0.98713,                0.99343,                0.82711,                0.99231,                0.98506,                0.99285,                0.77939,                0.44495,                0.20001,                0.21834,                0.69496,             0.00022507,             0.00022507,             0.00022507
                    230,                0.48167,                0.16653,                0.22411,                 0.7371,                0.99479,                0.98752,                0.99339,                0.82729,                 0.9926,                0.98542,                0.99308,                0.78028,                  0.446,                0.19623,                0.21623,                0.69461,             0.00022207,             0.00022207,             0.00022207
                    231,                0.47735,                0.16395,                0.22303,                0.73626,                0.99209,                0.98713,                0.99337,                0.82821,                0.99003,                0.98503,                0.99301,                0.78293,                0.43887,                0.19371,                0.21334,                0.69325,             0.00021907,             0.00021907,             0.00021907
                    232,                0.47483,                0.17201,                0.22074,                0.73712,                0.99314,                0.98724,                0.99321,                0.82739,                0.99109,                0.98497,                0.99266,                0.78149,                0.43775,                0.20107,                0.21138,                 0.6938,             0.00021607,             0.00021607,             0.00021607
                    233,                0.47618,                0.17335,                0.22269,                0.73496,                0.99324,                0.98704,                 0.9932,                0.82713,                0.99014,                  0.984,                0.98946,                 0.7816,                0.43969,                0.19255,                0.21174,                0.69437,             0.00021307,             0.00021307,             0.00021307
                    234,                0.47466,                0.16948,                 0.2202,                0.73703,                0.99575,                0.98794,                0.99306,                0.82657,                0.99419,                0.98637,                0.99167,                0.78253,                0.43726,                0.19467,                0.21079,                0.69405,             0.00021007,             0.00021007,             0.00021007
                    235,                0.47473,                0.16912,                0.21992,                 0.7353,                0.99658,                0.98875,                0.99344,                0.82815,                0.99554,                0.98769,                0.99263,                0.78188,                0.43768,                0.19588,                0.21184,                0.69424,             0.00020707,             0.00020707,             0.00020707
                    236,                0.47355,                0.16667,                0.22045,                0.73796,                0.99484,                 0.9886,                0.99335,                0.82619,                0.99114,                0.98484,                0.98949,                0.77839,                0.43675,                 0.1959,                0.21254,                0.69433,             0.00020407,             0.00020407,             0.00020407
                    237,                0.47298,                0.16548,                0.21998,                0.73704,                0.99683,                0.98614,                 0.9933,                0.82782,                0.99526,                0.98456,                0.99275,                0.77986,                0.43164,                0.19763,                0.20825,                0.69374,             0.00020107,             0.00020107,             0.00020107
                    238,                0.47467,                0.17127,                0.22115,                0.73602,                0.99406,                0.98674,                0.99316,                0.82731,                0.99146,                 0.9841,                0.99163,                0.77997,                0.43645,                0.20036,                0.21212,                0.69333,             0.00019807,             0.00019807,             0.00019807
                    239,                0.47652,                0.16678,                 0.2226,                0.73646,                0.99426,                0.98819,                0.99336,                0.82771,                0.99114,                0.98503,                0.99143,                0.78031,                 0.4355,                0.19347,                0.21298,                0.69433,             0.00019507,             0.00019507,             0.00019507
                    240,                 0.4685,                0.16004,                0.21843,                0.73452,                0.99428,                 0.9882,                0.99325,                0.82773,                0.99271,                0.98661,                0.99259,                0.78248,                0.43509,                0.19087,                0.21086,                 0.6937,             0.00019207,             0.00019207,             0.00019207
                    241,                0.47185,                0.16418,                  0.219,                0.73584,                0.99566,                0.98878,                0.99341,                0.82846,                0.99306,                0.98615,                0.99163,                0.77932,                0.42917,                0.18974,                0.20692,                0.69408,             0.00018907,             0.00018907,             0.00018907
                    242,                0.47438,                0.16389,                0.22089,                 0.7364,                 0.9951,                0.98743,                0.99348,                0.82799,                0.99354,                0.98585,                0.99301,                0.78207,                0.43803,                0.19541,                0.21134,                0.69395,             0.00018607,             0.00018607,             0.00018607
                    243,                0.47256,                0.16521,                0.21902,                 0.7327,                0.99459,                0.98883,                0.99323,                0.82736,                 0.9925,                0.98666,                0.99278,                0.78414,                0.43578,                0.19246,                0.21071,                0.69429,             0.00018307,             0.00018307,             0.00018307
                    244,                0.46335,                0.16028,                0.21599,                0.73381,                0.99353,                0.98902,                0.99351,                0.82742,                0.98996,                0.98533,                0.99135,                0.78248,                 0.4352,                0.19375,                0.20941,                0.69359,             0.00018007,             0.00018007,             0.00018007
                    245,                0.46229,                0.16072,                0.21515,                0.73783,                0.99493,                0.98999,                0.99359,                0.82721,                0.99131,                0.98631,                0.99132,                0.78467,                0.43286,                0.19064,                0.20868,                0.69373,             0.00017707,             0.00017707,             0.00017707
                    246,                0.46666,                0.16736,                0.21744,                0.73507,                0.99448,                0.99053,                0.99358,                0.82828,                0.99032,                0.98632,                0.99125,                0.78394,                0.43753,                 0.1927,                 0.2124,                0.69421,             0.00017407,             0.00017407,             0.00017407
                    247,                 0.4678,                0.16354,                0.21709,                0.73541,                0.99378,                0.98812,                0.99351,                0.82789,                0.98953,                0.98451,                0.99136,                0.78594,                0.43281,                0.18682,                0.20762,                0.69368,             0.00017107,             0.00017107,             0.00017107
                    248,                0.46392,                0.15783,                0.21418,                0.73782,                0.99469,                0.98913,                0.99336,                0.82932,                0.99107,                0.98545,                0.99081,                0.78508,                0.42448,                0.18703,                0.20492,                0.69303,             0.00016807,             0.00016807,             0.00016807
                    249,                0.46597,                0.16185,                0.21566,                0.73297,                0.99424,                 0.9895,                0.99258,                0.82757,                0.99115,                0.98634,                0.98992,                0.78303,                0.43026,                0.18975,                0.20836,                0.69343,             0.00016507,             0.00016507,             0.00016507
                    250,                0.46116,                0.15739,                0.21474,                0.73423,                 0.9965,                0.98956,                0.99355,                0.82773,                0.99338,                 0.9864,                0.99136,                0.78202,                0.43023,                0.18875,                0.20786,                0.69267,             0.00016207,             0.00016207,             0.00016207
                    251,                0.46933,                0.15857,                0.21556,                0.73226,                0.99621,                 0.9887,                0.99348,                 0.8281,                0.99101,                0.98472,                0.98993,                0.78306,                0.43205,                0.18821,                0.20891,                0.69321,             0.00015907,             0.00015907,             0.00015907
                    252,                0.46272,                0.15256,                0.21411,                0.73196,                0.99459,                 0.9895,                0.99347,                0.82872,                0.99252,                 0.9874,                0.99186,                0.78222,                0.42934,                0.18859,                0.20925,                0.69371,             0.00015608,             0.00015608,             0.00015608
                    253,                0.45847,                0.15189,                0.21202,                0.73363,                0.99402,                0.98947,                0.99354,                0.82876,                0.99247,                0.98789,                 0.9931,                 0.7847,                0.42799,                0.18403,                0.20449,                 0.6927,             0.00015308,             0.00015308,             0.00015308
                    254,                0.46465,                 0.1552,                0.21578,                0.73617,                0.99615,                0.98956,                0.99358,                0.82899,                 0.9926,                0.98583,                0.99137,                0.78054,                0.43225,                0.19123,                0.20645,                0.69322,             0.00015008,             0.00015008,             0.00015008
                    255,                0.46553,                 0.1566,                0.21581,                0.73452,                0.99554,                0.98887,                0.99345,                0.82808,                0.99299,                0.98624,                0.99222,                0.78012,                0.42904,                0.19008,                0.20576,                0.69311,             0.00014708,             0.00014708,             0.00014708
                    256,                0.45735,                0.15375,                0.21247,                0.73657,                0.99561,                0.98921,                0.99357,                0.82959,                0.99201,                0.98549,                0.99136,                0.78242,                 0.4252,                0.18283,                0.20585,                0.69249,             0.00014408,             0.00014408,             0.00014408
                    257,                0.45797,                0.15103,                0.21222,                0.73403,                0.99453,                0.98926,                0.99351,                 0.8293,                0.99258,                0.98657,                0.99221,                0.78584,                0.42554,                 0.1791,                0.20487,                0.69183,             0.00014108,             0.00014108,             0.00014108
                    258,                0.45779,                 0.1519,                0.21146,                0.73378,                0.99614,                0.98957,                0.99352,                0.82882,                0.99257,                0.98588,                0.99149,                0.78284,                0.42458,                0.18391,                 0.2066,                0.69199,             0.00013808,             0.00013808,             0.00013808
                    259,                0.45816,                0.15523,                0.21226,                0.73571,                0.99458,                0.98902,                0.99321,                0.82849,                0.99054,                0.98481,                0.99078,                0.78194,                0.42377,                0.18398,                 0.2042,                0.69226,             0.00013508,             0.00013508,             0.00013508
                    260,                0.45664,                0.15092,                 0.2107,                0.73455,                0.99434,                0.98898,                0.99295,                0.82854,                0.99176,                0.98635,                0.99097,                 0.7808,                0.42388,                0.18705,                0.20395,                0.69239,             0.00013208,             0.00013208,             0.00013208
                    261,                0.46453,                0.15226,                0.21234,                0.73236,                0.99202,                0.98891,                0.99252,                0.82758,                0.98946,                0.98627,                0.99091,                0.78303,                0.42391,                0.18416,                0.20397,                0.69241,             0.00012908,             0.00012908,             0.00012908
                    262,                0.45826,                0.14935,                0.21143,                0.73725,                0.99327,                0.98864,                0.99295,                0.82845,                0.99105,                0.98599,                0.99166,                 0.7863,                0.42435,                 0.1801,                0.20531,                0.69243,             0.00012608,             0.00012608,             0.00012608
                    263,                0.45705,                0.15084,                0.21056,                0.73311,                0.99423,                0.98848,                0.99302,                 0.8288,                0.99266,                0.98604,                0.99266,                0.78482,                0.42219,                 0.1786,                 0.2049,                0.69172,             0.00012308,             0.00012308,             0.00012308
                    264,                0.45577,                0.14798,                0.21055,                 0.7372,                 0.9949,                0.98904,                 0.9935,                0.82857,                0.99283,                0.98694,                0.99318,                0.78635,                0.42394,                0.17825,                0.20492,                0.69188,             0.00012008,             0.00012008,             0.00012008
                    265,                0.45309,                0.14728,                0.20879,                0.73656,                0.99371,                0.98922,                0.99323,                0.82824,                0.99133,                0.98658,                0.99184,                0.78761,                0.41928,                0.17735,                0.20189,                0.69203,             0.00011708,             0.00011708,             0.00011708
                    266,                0.45861,                0.15077,                0.21118,                0.73608,                0.99593,                0.98856,                0.99343,                 0.8279,                0.99176,                0.98435,                0.99101,                0.78394,                0.42431,                0.18176,                0.20259,                0.69213,             0.00011408,             0.00011408,             0.00011408
                    267,                0.45414,                0.15027,                0.20906,                0.73739,                0.99505,                0.98973,                0.99313,                0.82842,                0.99037,                0.98499,                0.99019,                0.78522,                0.42206,                0.17588,                0.19987,                0.69236,             0.00011108,             0.00011108,             0.00011108
                    268,                0.45302,                0.14713,                0.20795,                0.73373,                0.99528,                0.99017,                0.99306,                0.82948,                0.99038,                0.98544,                0.99012,                0.78379,                0.42132,                0.17659,                 0.2006,                0.69164,             0.00010808,             0.00010808,             0.00010808
                    269,                0.44861,                0.14557,                0.20644,                0.73516,                0.99467,                0.99006,                 0.9931,                0.82979,                0.99003,                0.98554,                0.99061,                 0.7861,                0.42018,                0.17409,                0.19912,                0.69156,             0.00010508,             0.00010508,             0.00010508
                    270,                0.45364,                0.14403,                0.20899,                0.73427,                0.99324,                0.98975,                0.99333,                0.82925,                0.99119,                0.98764,                0.99206,                0.78351,                0.42218,                0.18052,                0.20043,                0.69212,             0.00010208,             0.00010208,             0.00010208
                    271,                0.45079,                0.14576,                0.20768,                0.73383,                0.99265,                 0.9895,                0.99296,                0.82827,                0.98891,                0.98582,                0.99052,                0.78628,                0.42128,                0.17685,                0.19997,                0.69167,             9.9081e-05,             9.9081e-05,             9.9081e-05
                    272,                0.45247,                0.14508,                0.20695,                 0.7352,                0.99319,                0.98923,                0.99262,                0.82792,                 0.9896,                0.98554,                0.99035,                0.78757,                0.42076,                0.17224,                0.19962,                0.69214,             9.6081e-05,             9.6081e-05,             9.6081e-05
                    273,                0.44617,                0.14713,                0.20675,                  0.736,                0.99381,                0.98939,                0.99257,                0.82833,                0.99123,                0.98676,                0.99136,                0.78712,                0.41985,                0.17546,                0.19888,                 0.6919,             9.3082e-05,             9.3082e-05,             9.3082e-05
                    274,                 0.4462,                0.14415,                0.20585,                0.73346,                0.99351,                0.98947,                0.99294,                0.82869,                0.99092,                0.98684,                0.99051,                0.78691,                0.41894,                0.17659,                 0.1982,                0.69192,             9.0082e-05,             9.0082e-05,             9.0082e-05
                    275,                0.44336,                0.14553,                0.20509,                  0.734,                0.99417,                0.98924,                0.99303,                0.82829,                0.99211,                0.98713,                0.99155,                0.78576,                   0.42,                0.17655,                0.20085,                0.69266,             8.7082e-05,             8.7082e-05,             8.7082e-05
                    276,                0.44888,                  0.143,                0.20633,                0.73363,                0.99385,                0.98928,                0.99299,                0.82938,                0.99173,                0.98719,                0.99162,                0.78625,                 0.4148,                0.17666,                0.19835,                0.69182,             8.4083e-05,             8.4083e-05,             8.4083e-05
                    277,                0.44542,                 0.1421,                0.20486,                 0.7327,                0.99352,                0.98862,                0.99289,                0.82794,                0.99044,                0.98546,                   0.99,                0.78601,                0.41605,                0.17381,                0.19856,                 0.6912,             8.1083e-05,             8.1083e-05,             8.1083e-05
                    278,                0.44425,                0.13951,                0.20271,                0.73031,                0.99396,                0.98992,                0.99286,                0.82877,                0.99189,                 0.9878,                0.99179,                0.78693,                0.41892,                0.17673,                0.19974,                 0.6914,             7.8083e-05,             7.8083e-05,             7.8083e-05
                    279,                0.44581,                0.14145,                0.20432,                0.73481,                0.99404,                0.98746,                0.99296,                0.82948,                0.99025,                0.98378,                0.99006,                0.78569,                0.41526,                0.17599,                0.19736,                0.69131,             7.5083e-05,             7.5083e-05,             7.5083e-05
                    280,                0.44055,                0.13941,                0.20257,                  0.733,                0.99381,                0.98767,                0.99304,                0.82924,                0.98966,                0.98346,                0.98928,                0.78666,                0.41389,                0.17604,                0.19609,                0.69119,             7.2084e-05,             7.2084e-05,             7.2084e-05
                    281,                0.44383,                0.13785,                 0.2032,                0.73482,                0.99503,                0.98917,                0.99361,                0.82875,                0.99141,                0.98549,                0.99053,                0.78883,                0.41247,                0.17386,                0.19465,                0.69114,             6.9084e-05,             6.9084e-05,             6.9084e-05
                    282,                0.44685,                0.13946,                0.20612,                0.73438,                0.99395,                0.98903,                0.99357,                 0.8294,                0.99035,                0.98535,                0.99042,                0.78656,                0.41326,                0.17658,                0.19532,                0.69086,             6.6084e-05,             6.6084e-05,             6.6084e-05
                    283,                0.44568,                0.14488,                0.20354,                0.73428,                0.99389,                0.98885,                 0.9935,                 0.8294,                0.99028,                0.98517,                0.99078,                0.78772,                0.41393,                0.17658,                 0.1966,                0.69144,             6.3085e-05,             6.3085e-05,             6.3085e-05
                    284,                0.44147,                0.14414,                0.20195,                0.73095,                0.99297,                0.98917,                0.99295,                 0.8294,                0.98928,                0.98542,                0.99025,                 0.7876,                0.41484,                0.17685,                0.19558,                0.69102,             6.0085e-05,             6.0085e-05,             6.0085e-05
                    285,                0.44031,                0.13983,                0.20231,                0.73166,                0.99361,                0.98933,                0.99301,                0.82915,                0.99108,                0.98669,                0.99175,                0.78688,                0.41626,                0.17594,                0.19641,                  0.691,             5.7085e-05,             5.7085e-05,             5.7085e-05
                    286,                0.44074,                0.13737,                0.20233,                0.73237,                0.99381,                0.98954,                0.99307,                 0.8295,                0.98918,                 0.9848,                0.98916,                0.78654,                0.41406,                0.17412,                0.19594,                0.69167,             5.4086e-05,             5.4086e-05,             5.4086e-05
                    287,                0.44451,                0.13658,                0.20227,                0.73041,                0.99293,                0.98922,                0.99294,                0.82922,                0.98877,                0.98502,                0.98984,                0.78578,                0.41567,                0.17363,                0.19581,                0.69144,             5.1086e-05,             5.1086e-05,             5.1086e-05
                    288,                0.44023,                0.13608,                0.20027,                0.73202,                0.99283,                0.98978,                0.99254,                0.82926,                0.98815,                0.98506,                0.98893,                 0.7866,                0.41508,                0.17478,                0.19558,                0.69118,             4.8086e-05,             4.8086e-05,             4.8086e-05
                    289,                0.44041,                0.13487,                0.20194,                0.73425,                0.99192,                0.98956,                0.99253,                0.82931,                0.98834,                0.98588,                0.98933,                0.78681,                  0.416,                0.17267,                0.19679,                0.69108,             4.5086e-05,             4.5086e-05,             4.5086e-05
                    290,                0.43655,                0.13697,                0.20093,                0.73065,                0.99066,                 0.9898,                0.99263,                0.82991,                0.98758,                0.98664,                0.99035,                0.78933,                0.41339,                 0.1703,                0.19691,                0.69101,             4.2087e-05,             4.2087e-05,             4.2087e-05
                    291,                0.43359,                 0.1332,                 0.1984,                0.73567,                0.99253,                0.98938,                0.99307,                0.82927,                0.98893,                0.98572,                 0.9897,                 0.7877,                0.41237,                0.17342,                0.19616,                0.69087,             3.9087e-05,             3.9087e-05,             3.9087e-05
                    292,                0.43607,                0.13469,                0.19902,                0.73139,                0.99191,                0.98941,                0.99308,                0.82854,                0.98936,                0.98678,                 0.9913,                0.78887,                0.41171,                0.17441,                0.19507,                0.69103,             3.6087e-05,             3.6087e-05,             3.6087e-05
                    293,                0.43843,                0.13179,                0.19955,                0.73238,                0.99448,                0.98927,                0.99305,                0.82907,                0.99087,                0.98558,                0.98987,                0.78744,                0.41052,                0.17373,                0.19436,                0.69105,             3.3088e-05,             3.3088e-05,             3.3088e-05
                    294,                0.43861,                0.13423,                0.19948,                0.73287,                0.99479,                0.98934,                0.99304,                0.82892,                0.99117,                0.98566,                0.99035,                0.78802,                0.41144,                0.17254,                0.19462,                0.69124,             3.0088e-05,             3.0088e-05,             3.0088e-05
                    295,                0.43795,                0.13575,                0.19928,                0.73252,                0.99446,                 0.9894,                0.99307,                0.82957,                0.99136,                0.98625,                0.99076,                0.78838,                0.40922,                0.17048,                0.19344,                0.69123,             2.7088e-05,             2.7088e-05,             2.7088e-05
                    296,                0.43633,                0.13249,                0.19789,                0.73567,                0.99404,                0.98926,                0.99304,                0.82972,                0.99146,                0.98663,                0.99138,                0.78695,                0.40866,                0.17225,                0.19325,                0.69116,             2.4089e-05,             2.4089e-05,             2.4089e-05
                    297,                0.42907,                0.13333,                0.19524,                0.73521,                0.99481,                0.98971,                 0.9933,                0.82935,                0.99274,                0.98761,                  0.993,                0.78803,                0.40889,                 0.1725,                0.19357,                0.69126,             2.1089e-05,             2.1089e-05,             2.1089e-05
                    298,                 0.4314,                0.13281,                0.19694,                 0.7334,                0.99391,                0.98957,                0.99297,                0.82976,                0.99185,                0.98747,                0.99258,                0.78864,                0.40783,                 0.1716,                0.19275,                0.69067,             1.8089e-05,             1.8089e-05,             1.8089e-05
                    299,                0.43671,                0.13412,                0.19804,                0.72848,                 0.9935,                0.98919,                 0.9929,                0.82945,                0.99148,                0.98708,                0.99254,                0.78918,                0.40777,                0.17069,                0.19311,                0.69088,             1.5089e-05,             1.5089e-05,             1.5089e-05
                    300,                0.43183,                 0.1312,                0.19674,                0.73395,                0.99425,                0.98931,                0.99319,                0.82976,                0.99124,                0.98614,                0.99107,                0.78861,                0.40765,                0.17171,                0.19282,                0.69082,              1.209e-05,              1.209e-05,              1.209e-05
